feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
1.4675131,-0.0087993145,1.3186907,0.11648291,-0.11351246,0.3400957,-0.84636533,0.01829901,-0.30664307,1.3036765,5
0.49386582,0.14299208,0.4671534,-0.5522938,0.3047189,-0.6370321,0.7154478,-0.26690763,1.191549,-0.048825584,5
1.6869104,0.85260534,0.13896006,-0.102132864,0.7713449,2.0341206,-1.0305105,1.5614488,1.7937021,-1.3505112,5
-0.5881804,1.7045125,-1.1315329,0.67862,-0.13699967,-0.8313771,-0.18143031,-0.5963713,-1.4041407,2.3207521,6
0.016067266,2.970151,0.28509617,0.05485317,-0.8565529,-0.5167752,-0.18133582,1.4559726,-0.00069642067,0.0036475956,6
-2.268515,3.9081807,0.8148895,0.1135063,-0.30929124,0.34200507,0.2835791,-2.6919188,-1.6780663,-0.31365097,2
-0.84699476,0.86353827,-0.55646604,-0.61347586,1.6922128,-0.58716655,-0.76997447,0.37909317,1.8350044,-0.5131659,1
-1.2468086,0.36971486,-0.43561003,1.0326995,0.6669978,1.2696218,1.3715591,-0.28405026,-0.5411509,1.0620826,1
1.266608,1.0372081,-1.4678303,-0.2868132,0.87879217,-0.019244961,0.20354341,0.7151923,1.0528486,-2.0499716,2
0.643515,1.5679164,0.4176524,0.046766154,0.608711,0.46429932,0.008510053,-0.8139288,-0.84101015,0.9239316,7
-0.59109104,0.42302173,-0.08482225,1.0823895,-0.5362688,-0.114037395,0.121536255,-0.52050906,0.38609362,0.44240785,0
-0.9078116,0.806916,-0.4479469,-0.315347,-0.59874463,0.7155327,1.3957136,0.5603544,1.2793825,0.8772275,1
0.0876869,1.7867478,0.12856242,-0.13115388,-0.057931826,0.84578246,-0.3823766,0.6334314,-1.0987465,0.4543915,6
-0.16267961,0.08377049,-0.3612117,0.3111703,-0.9343854,1.152087,1.1784807,0.22093357,-0.2974757,-0.54578394,5
0.5476482,0.059660196,-0.55157113,0.6456418,1.5978353,-1.062092,-0.02743227,0.6370627,0.31823075,1.8952465,5
-0.6476367,2.1672173,-0.6431127,0.0012897551,0.6813683,-0.012382448,2.5525208,2.109162,3.073264,-0.97261226,5
-0.62000763,1.2566475,0.24606442,0.2808094,-0.4638689,-0.90317893,-1.8542082,-1.6103346,-0.9312594,0.25666088,2
-0.8402739,2.0909102,-0.0016760826,-0.37803602,1.5585232,-0.24019733,-0.08939803,-0.7326874,0.4109669,0.59216297,1
-0.1810602,0.74363786,-0.39521354,-2.0329592,-0.7592146,-2.3294897,1.3708124,1.1446984,0.15666771,1.150294,6
-0.5439008,1.1187187,-0.8510865,-0.6682871,-1.3289747,-0.64808947,1.6121835,0.3945186,0.048818946,-1.5854435,2
1.5318985,0.2067948,-0.098890275,0.35514155,-2.6736648,-0.00026540458,-2.0118678,-1.178739,0.66639817,-1.8910143,0
1.3388196,-0.49654636,0.23117834,4.6270614,-1.1647587,-1.7376409,-0.31791678,-0.69573075,1.3220143,-0.17352954,0
1.3981851,0.23709014,1.02953,1.806878,-2.1045735,-0.17155632,-1.033488,1.1692439,-1.2157071,-0.19262284,5
-0.18427125,2.9562514,0.8926311,-1.1340119,1.8108878,2.0574903,-2.6329296,-0.17880279,-1.313219,-0.51035905,6
0.2054233,7.118024,0.345299,0.42994702,0.6828076,-0.5832034,0.45271415,-0.8362868,-0.5469162,1.7564306,6
0.4095824,0.20241289,-0.21450394,-0.3013471,-0.39428392,0.56766623,-0.061270177,-1.3166783,-0.25177643,-0.5373446,5
0.39188093,0.9481202,-0.8506688,-1.1365944,-0.092362314,-0.20819056,0.44394222,0.108080626,-0.031998664,-0.37260312,2
-0.5062683,1.0670023,-0.63267463,0.19620688,0.6613964,-0.5285928,-0.20363367,0.3720766,0.34146616,-1.5372365,2
0.46244618,1.2701167,-0.036355793,-0.2581022,0.83687997,0.17241448,0.6807457,0.57710433,-1.4909941,1.9226044,6
-0.833199,1.1122653,-0.34438992,-2.9428992,0.6072012,0.78525287,-0.026053846,0.92029446,1.4134749,-0.042385668,1
0.7129798,-0.21531232,1.0027162,-0.43425947,-0.64718366,1.2138474,-1.106064,-0.45097792,-0.2456117,0.98469275,5
-0.14035416,0.5724436,-0.5854472,-0.5281627,0.8866199,1.9499185,-0.11066573,0.7413161,0.67289126,0.549038,1
-0.14614493,0.75017667,1.4064815,-0.8172413,0.60641277,-1.2928979,-1.9076629,1.1645925,0.6507699,0.6112848,6
-0.07979944,3.7165685,0.4595641,-0.12681201,-1.1409473,-1.0043546,-0.46669483,-1.1181171,-0.7645178,-1.809241,2
-0.17794089,1.0736784,-0.12921879,-0.24662551,-0.34305418,-0.5993475,-1.5463014,-0.30814716,-0.37602225,0.8411725,6
0.04983609,2.4697194,0.20829874,0.14179425,0.19429347,-0.14810324,-1.24525,1.3843025,-0.041389614,-0.53004754,6
0.46492127,0.58633465,0.38830534,-1.4055839,1.5155957,-0.35996422,0.70139885,1.0391952,0.6349924,0.8224141,6
0.005479276,7.0256214,0.3053366,-0.23649223,0.486388,2.3622293,1.0202245,-0.051464945,1.893404,-1.4601234,2
-1.2532197,9.036884,-0.12890518,0.26214552,0.0900633,0.39303106,1.6388379,1.8702524,-0.70022666,1.612467,6
-1.6855564,0.56573063,-0.3284586,0.7662791,0.46224976,-0.3805956,-0.15655327,-0.8181336,0.5703057,2.1140385,1
1.3331989,0.112250425,0.533646,2.2913055,0.4525511,0.71393555,1.2692256,0.98609173,-0.26597905,1.9698819,5
-0.5981477,0.1862995,0.4658364,2.6520107,-1.7053602,0.088205636,-0.49366814,-0.27291977,1.4551805,1.1267074,0
1.052094,1.1776915,-0.94105655,-1.1447909,0.26177567,0.8026899,-0.82464194,2.5228012,1.5976809,-1.0501714,5
0.30349082,5.140496,-0.6179013,2.089409,-1.2868106,-0.21782264,1.2622187,0.31514072,-0.4045937,2.831067,4
1.231906,1.6138899,1.5249982,0.35071436,-0.39130306,-2.2852566,-0.4006775,0.5814213,0.53022707,-2.4221363,6
0.70713824,1.6351675,-0.7729629,-0.07473339,-0.8485576,-0.8737883,1.8000344,-0.9034702,-0.24165188,0.56847286,5
-0.6914592,0.8879714,-1.4308796,-0.021504711,-0.15064156,-0.14632848,0.81385493,1.3710599,1.0372504,-2.129696,2
1.1046739,3.98118,-1.0931752,-0.34741926,-1.1260508,0.42053694,0.6640613,0.19760537,0.6074988,-0.6293824,2
1.4115385,-0.18362433,-0.05663216,0.4324276,-0.9973358,-0.5942224,-0.29652402,-1.8028634,-0.0832952,0.5949306,0
1.1891599,1.3819585,-0.6639097,-0.35633606,-1.3534031,0.7369715,-1.3687103,-1.741405,0.41875526,0.45696416,0
-0.13145094,0.765853,0.3770358,-1.6341231,1.2958204,-0.38054192,-0.16805911,2.3359125,-1.7803051,2.4541118,6
-1.0130184,-0.29838037,-0.20365062,0.21597165,0.48682627,1.2126206,-1.0401068,-1.191103,-1.2247573,-0.7683204,6
0.034045935,-0.4255468,1.45138,0.120512605,0.1332311,0.4397359,-0.35631037,0.3738567,0.011542916,-1.180366,5
0.0045808256,0.50514215,-1.0965304,0.29401302,0.2838471,0.64739823,-0.87904793,-3.1516752,0.35886353,-0.2533763,0
-0.18148343,1.2747467,-1.2296259,-0.97514135,-0.14113665,-1.9441776,-2.1528528,0.5326111,0.4545441,-0.931724,2
1.285433,5.833066,-0.6658988,0.7205479,1.4109013,0.6389917,-1.8583302,-0.40317076,-0.9251711,1.1782777,6
-0.45701352,1.4827441,-0.19935381,2.034713,-1.2209744,-2.8004186,1.4009787,0.020532906,0.15943664,-1.1683654,0
-0.08375811,1.594884,0.9804276,0.97716624,-1.7115444,-0.73005754,-0.99150324,-0.85886085,0.95227295,0.23915696,0
1.0319927,0.31231815,0.86793244,-0.8494855,-1.0101756,-1.341289,0.46230936,-0.6782098,0.81358075,1.5032326,9
-0.26300737,0.6108735,1.5076652,-0.882828,1.0150036,-1.3663145,-0.13668346,-1.1154814,-0.22147128,0.41578323,7
-0.09461504,0.7328469,0.8509727,-0.639007,0.583859,1.3369981,1.2287638,-1.1663741,-0.040723994,-0.22769606,7
1.5104249,0.92425275,0.76868033,0.29142582,0.46602196,-0.67131835,1.2818162,-0.4271558,-1.0480009,0.6522083,5
0.5610319,-0.13448188,1.2952299,0.1718208,-0.042641953,0.8721068,-0.5553134,0.48965472,0.60251856,-0.6438489,5
1.3902981,1.4148747,0.3137735,1.0124648,-0.5391473,-0.25125122,0.8461698,1.2381562,-1.0257894,0.2067115,5
-1.4389179,1.2824397,-0.19825058,-0.88356483,-0.87554896,-0.91567135,1.0709056,-1.4973468,0.29907787,1.2198349,1
-1.1656636,1.1729989,-1.0875064,-2.4412882,-0.7313266,-0.4419112,0.6519563,-1.7052944,1.0259217,-3.2548475,2
-0.8157873,0.47223574,-1.5090948,-0.23117605,0.08079059,0.521454,2.1959536,-1.990826,-1.3589727,-0.115438044,7
0.94658864,4.7114177,-0.067940384,0.46509606,0.66556567,0.05153066,-0.5538117,-0.12125896,0.2111963,0.7358935,6
-1.2896614,-0.76830024,1.3805913,-0.82952857,0.5509347,1.2520963,0.7469655,-0.4601208,0.9571325,-0.22409439,1
0.6820558,0.45619828,0.87486166,-0.52940124,0.46011817,0.115608394,0.90607625,0.6912038,-1.9822071,-1.4176548,6
0.39867088,1.3581005,0.66830796,-1.93496,-1.0865328,0.4531923,-1.8517299,1.3548537,0.087041825,0.05879001,6
0.5609829,0.92801476,0.7243929,0.8644924,-0.100882486,-0.8153869,-1.0184715,0.69842654,-0.6602292,0.091026574,6
-1.0243454,-0.99564564,1.2254407,0.27827325,-0.21946004,0.5964706,1.5895916,-1.5467433,0.24697188,2.3488567,9
-1.0713989,-0.23167142,0.57054543,-1.3046571,-0.43329686,-0.6175543,1.1243905,0.14348634,-0.7609751,-0.78947085,6
0.857014,0.91465914,0.8930395,0.9417519,0.9925385,-1.7089844,0.73187906,0.24191365,-0.9971165,-0.6905002,6
0.10273662,5.7739906,-0.013964653,-0.16655235,0.22923942,1.1898216,-0.8001469,1.3062408,1.042887,0.7374215,6
1.0365242,2.1265395,1.4436427,-0.15711766,0.15212743,-0.80536467,-0.033425353,-0.83885455,0.5758787,0.6024517,9
-0.6921859,0.7232468,-0.48112702,0.56829566,0.6083281,1.6376729,0.5015959,-0.5456839,-1.8842189,-0.5777128,6
0.22828189,2.3471162,0.67674047,-0.002780174,-0.13384292,1.0561512,-1.2215953,-0.9153647,-1.1636322,1.0031884,6
-0.25966927,-0.39614168,0.33699605,-1.0745602,1.2310857,-1.4753476,1.3409066,-1.4277344,-1.4193039,-1.0026374,7
-0.0015140718,-0.86035764,0.7627544,-2.1259975,-2.2275584,0.21860716,1.3778374,-0.65271485,-0.33808708,-0.27268717,5
0.7573243,-0.20672607,1.3843068,0.058459915,-0.5700524,3.6913557,-1.3023536,-0.6688301,-0.5457338,0.64292544,5
0.08849195,0.37621856,1.442945,0.5377901,0.050115734,2.9442277,0.72980106,0.22713293,-2.1358695,-1.0923259,6
0.346357,0.18138817,-0.8915597,-0.43932647,0.5085745,1.5103378,1.6836708,1.2573217,-0.19110173,-2.5205986,5
-0.10467243,1.9419404,-1.1791403,-1.6177449,1.6259501,-0.54501784,0.14827526,-1.2757878,-0.059479482,-0.5854103,1
1.1621135,0.3745315,-0.8239187,-2.341958,2.718531,0.6156629,-1.2101331,-0.7475071,-0.5820849,0.43766084,1
-0.89491534,0.033400655,0.9742323,1.2490371,2.0627704,1.1081064,0.64440686,1.732732,-0.10705924,-0.3899031,5
-0.65958416,1.9369708,-1.1496276,0.90033674,-0.59508836,-0.26666695,1.237446,1.8934013,0.52506655,1.2496521,5
1.1716943,0.7785979,1.7665642,0.83330774,0.26290208,0.5947155,0.8314852,1.4603868,0.15909058,-0.6262115,5
-0.3902491,4.248247,-0.9678551,0.3880713,1.8667511,-0.2008315,-0.036961757,0.9888703,1.0420525,0.4950616,1
0.01163587,0.7337054,-0.1261464,1.7594564,-0.79844844,1.2598417,-1.1830564,-0.48378563,-0.8967606,1.7559946,0
-1.0395792,0.27947953,0.7136832,2.7074916,-1.7092359,-0.88133204,1.6844842,-2.2950883,0.8692765,-2.6076934,0
0.6071835,0.14791347,-0.5542704,-0.6101792,-0.46033415,0.2533835,0.13037257,0.70118314,-0.15739894,1.0068306,5
-2.2203984,0.19147098,-0.8957775,0.6623714,1.0134346,1.2814972,0.16161901,-0.65429294,0.2988708,0.10216775,1
-1.2431321,-0.49146515,1.2849576,-2.8958626,-2.6174288,-1.6778483,0.8566682,1.5976868,0.6570636,-0.74725956,6
-1.4855368,1.2636564,1.124757,-0.7129774,0.54440445,-1.5979552,-0.4394659,-0.18463862,-0.8182218,-1.1336681,6
-0.9157635,-0.5255483,1.2066951,-0.5136409,0.78461945,-0.6636659,1.24184,-0.15787536,-1.0644447,-1.9122716,6
0.5018668,0.7139843,-0.8627091,-3.10458,-0.96739525,-0.8506446,-0.054902412,-0.61311066,0.7415683,0.79331946,1
-1.214617,0.93984336,-0.6942103,0.15410334,-0.05409403,-0.40575364,-0.43291444,1.1403457,0.9657363,-0.7255812,0
0.07582688,0.78106904,0.9801192,2.541794,-1.4692361,-0.23060024,1.2936215,1.62571,0.45658302,0.73793834,5
0.81566006,-0.21668571,-0.5361211,0.31902134,0.73925406,1.0224644,0.33788568,-0.589061,-0.2902895,-1.48716,5
0.7610612,0.088100635,-0.9352226,-0.048175454,-0.48586333,-1.1643461,-0.08227232,1.046285,0.072943866,1.4149196,6
-0.44164363,4.399983,0.3585665,0.41275418,-1.6309958,-0.7632938,0.10305241,-0.78038573,-0.032601193,0.49519223,2
-0.23653656,0.24854049,-0.38493478,-0.9958995,-1.0176449,0.2659275,0.6536021,-0.30441028,-0.3809336,0.31763187,2
1.2230892,1.5758011,-0.49817848,-0.8351255,-0.6445431,1.0889002,-0.5694381,-0.37418568,-0.46810704,-0.7500581,6
0.5263553,-0.2247679,1.2523249,-0.521103,-0.3820712,0.32810903,3.4777489,-0.7928171,2.4090836,-0.6792282,5
0.11329667,-0.09739266,-0.8360644,-0.46114692,-1.1327057,-1.0227356,0.6757238,-0.5136921,1.8774753,0.2811267,0
-0.49753773,0.8065535,-1.6845057,0.47068074,-0.10760527,-1.1133177,-0.53794426,-0.38452616,-1.2806668,-0.058478355,2
-0.22638097,-0.07876314,0.09587103,0.23749928,0.80242884,1.9692929,-0.18653727,1.1363415,0.6509341,-1.4497025,5
-0.84547126,1.2539105,-0.73395354,-0.11809492,-0.43585864,0.5810055,0.8681678,-0.6167416,0.31502742,-0.5856843,2
-0.57263345,0.58540046,-0.22749934,-1.4381711,-0.7072516,0.67305034,1.025675,-1.5656409,0.5177859,0.85241973,1
-0.6291597,0.7599174,0.18294132,0.17336112,0.07545471,-0.37694862,-1.1429739,-0.94063056,1.2172273,-1.4674762,1
0.3828206,0.49168277,-0.98606807,0.20808733,-0.69325584,1.1102097,-1.0411068,0.6044971,0.9534968,0.23514712,1
-0.49436754,-0.43344897,-0.2088024,0.30361354,-0.87423104,1.1170406,0.26081982,-0.093629315,1.2099085,-0.7374297,5
0.17341709,2.5324929,-0.87363374,0.12328774,0.8368055,1.2046443,-1.3485546,-0.32283702,0.097547084,-0.76169044,1
-1.5282598,0.32626078,0.13840467,-0.16864522,0.24818507,1.0536606,0.42547172,-0.6819605,0.04447201,0.0019806325,1
1.3429899,3.079537,0.12599446,0.9324408,1.4705211,1.2591121,-1.658911,-0.709724,0.6125705,-0.70933354,4
0.5874473,0.43834534,0.3315873,0.81989515,-1.3788965,-0.40703338,1.3392807,-2.5171356,-0.9971546,-0.96751726,5
-0.1407696,0.3284187,-0.02605626,0.30453658,-0.5822644,0.1079154,-0.75717163,0.5031446,0.81827796,0.07990421,1
0.8685977,4.0116076,-0.8020219,0.49270904,0.0038903952,-1.7505841,-1.2167804,-1.411485,-0.52593255,0.4151553,0
0.31666744,0.77927274,1.119116,0.48219,0.3723066,-1.3992376,-0.9146781,1.0697244,-1.0437255,1.3549169,6
-1.4924719,7.759187,0.023522556,0.71713066,1.1400448,2.3358598,-0.5165709,-0.43796676,0.11091104,-1.8115628,6
1.0505427,0.72848237,-0.3506114,2.85285,-1.5867584,-1.1170585,-0.19318366,-1.111438,0.7620195,3.3368669,0
1.1847186,-0.5035505,-0.3279305,0.5337768,1.9062415,-1.0668037,-1.5189202,-1.4199885,-0.83887744,-0.09811106,0
-0.66944295,2.0427957,-1.3429508,0.7015034,-0.17859434,0.17187452,-0.007834861,-1.066257,0.054059178,-0.17298624,0
0.14285558,1.4893935,0.015003018,-0.33460662,0.8976673,-0.56206656,0.7593976,-0.7101579,0.65621465,0.079732,7
0.8861809,-0.20228137,-0.15401232,-0.26045597,-0.85413265,1.560755,-0.47780985,0.7482009,-0.20652658,-0.053876787,5
1.2863076,2.4194534,-1.1356667,-1.4796594,-0.55692524,1.6420672,0.608857,1.8156371,0.33809444,-1.1256299,5
-0.12855229,0.12514791,-0.9301293,-0.4159258,-0.099520445,1.1229849,0.9292648,0.9535062,-0.7456802,-2.2399836,2
-0.63829106,0.37744862,0.5334142,-0.21780679,0.7399201,1.3785028,1.1031892,-0.17176235,0.30699888,0.9583816,1
0.31145144,0.15189715,0.24885762,-0.5453234,-0.28150538,0.22656399,-2.7671597,-0.40021664,-0.74357575,-2.2293415,6
-0.10314107,2.4242547,-0.6351871,-0.29048377,0.67262924,-0.22992328,-0.81766206,-0.49305677,1.4646837,1.2876954,1
-1.2419629,1.199745,1.2471355,0.3891933,0.6479617,1.3719008,-0.5311893,0.5499236,-0.17710066,0.7026959,1
0.7275917,0.1294404,-0.6984221,-0.47071427,0.6099417,-0.99923545,-1.4472966,0.4047376,-1.4480251,-0.020723343,6
0.08100166,0.08382566,-0.958372,-0.24890806,1.1840508,-0.32179487,0.28952086,1.0949718,-1.2044975,0.4946857,6
0.70096385,0.9352734,0.24548306,1.7395797,0.07902962,-1.8380308,-1.9419768,-0.6713272,-0.06411046,1.2597865,0
0.295559,0.85672116,-0.21409088,-0.28882462,1.516756,1.2543395,-0.2703325,0.33746314,-0.357494,-1.1471901,5
-0.28604415,3.8652096,0.05338639,0.25646934,0.4291917,2.0379908,1.0207417,-0.27189898,1.2803378,-0.0678556,2
-0.4871961,1.6342149,1.3445271,-0.702822,-1.245204,-1.8302399,-0.14266458,0.69946516,0.4464645,-1.5144812,6
1.3331345,-0.23669176,-1.7046471,0.2661301,1.6184351,0.64455736,0.25902793,1.0220051,1.0275602,0.8988507,5
-0.86005914,2.419436,0.42113185,0.47036028,1.2209884,-0.18089205,-1.3015182,0.9412581,-0.5182532,0.0292885,6
0.13327488,0.44855046,-0.4542002,1.1853142,-1.0727203,-0.28207946,-0.100743115,0.6993491,0.41754115,-2.222425,5
-1.1261964,1.1218064,0.519504,0.1413731,0.34711048,0.91177905,-0.8458706,-3.0181487,0.95725006,-1.4581211,1
0.8387344,8.22199,0.75266945,0.888497,-0.8178818,1.0310568,-0.94616735,0.9247005,-2.570567,-0.06967587,6
0.57626975,0.40228903,-0.45903188,-0.3919345,0.8437134,-1.704018,1.0486214,-2.9389572,-0.7545208,-0.60559285,7
0.1803306,1.0618877,-0.47217417,0.047983572,-1.195194,-0.041341633,-1.0105304,-1.0500342,-0.26654372,0.33363006,0
-0.71779406,0.57913494,-0.2930434,-0.07360284,-0.23016134,0.5926225,-0.11127746,-0.6644544,-1.0649532,0.4706838,6
0.018721804,0.22649589,-0.061775923,1.4418287,1.2900833,-0.07942176,-0.2158038,0.14000192,0.023669094,-0.8612717,5
0.26775542,3.3160973,-0.96887267,0.33093005,0.89018613,-0.17177638,2.6383436,-0.07919094,-2.2276607,0.27792138,6
1.062456,0.6205469,1.2079818,-0.6314254,-0.7606016,-1.1809516,1.2662785,0.68635434,1.5735497,-0.52647215,5
0.93048584,5.898577,-0.5610507,2.9219515,-0.34250474,1.0582285,0.3039618,-0.36598772,-0.3978366,-2.3052175,5
1.5486256,0.35818183,1.2612716,-1.9376838,-1.937295,-0.10003143,0.29700112,-1.7208612,-1.1921623,1.0968944,5
0.9473512,2.4357493,-0.09283761,0.12166575,0.5718643,1.3533214,-1.7658832,1.1727433,-0.80653125,1.2355484,6
-0.017059058,-0.029086113,-0.76708204,1.5075787,-0.7738616,0.309758,0.210383,0.5769972,0.3390262,-2.5507107,5
0.1797812,-0.19004357,-1.2942406,0.482551,-0.13644272,0.37199703,-0.32692754,-0.52315295,-0.704136,-0.23410116,0
-0.18787429,2.2779293,0.8613123,1.1987044,0.6559875,0.17891651,0.36006534,-0.9739147,-1.0946454,-1.5297986,6
0.9032302,1.1235105,-0.4024007,0.21959639,-0.4950123,0.4787867,0.73302275,0.7244001,-0.20639357,-1.1316706,5
-0.45902976,-0.11657649,-0.7668166,0.88958836,0.6522334,-1.2126799,-1.6229622,-0.5361345,-0.20138028,2.085582,6
-0.69915533,-0.032185763,0.25835323,0.07046312,1.5080757,2.3795357,-0.24495193,-1.1515881,-0.070088565,-1.1175474,1
0.30462128,-0.039520837,-0.79647297,1.045684,0.59463704,-0.857571,-0.10089114,0.9060774,-0.44398636,0.7437565,5
1.2945373,0.06829116,0.9606587,-0.5472627,1.49151,-0.54925513,0.8711431,-0.5805781,-0.78697836,-0.44405395,7
0.051475763,0.9939317,0.9578196,-0.49040788,1.0285054,1.124763,-3.1998086,0.3287595,1.6896405,1.2773931,1
-0.2537129,0.48701096,1.0420612,1.5586448,-0.41759384,-0.43197858,-0.026007742,0.36938104,-0.13811094,0.2199705,4
-0.27278662,-0.7232537,-0.38574606,0.19627619,-0.63468075,-1.7054015,0.3303108,0.5992177,-0.27261552,1.2916462,6
0.039464235,0.5851396,1.0186722,-0.07531321,-0.18427554,1.1519477,2.0236173,-0.15157367,0.21773106,-2.8070922,5
-1.5262456,0.24750566,-0.76313853,0.48862168,0.5046801,-0.023782417,0.5705776,1.1657683,-2.1909409,-0.48451033,6
-0.7769944,0.34767368,-1.5322878,-0.36587942,1.0608467,0.50933516,1.0388603,0.2380214,-0.012840774,0.560642,1
0.83452576,2.170605,-1.60457,-0.038565762,-0.4924157,0.49098235,1.5983638,-2.1163661,1.3222969,0.17297474,0
-0.8700225,-0.37685314,-1.0602202,-0.30943978,0.057959005,0.5439123,-1.5201468,1.2491605,1.3666095,0.7523068,1
-0.3196961,0.16858913,0.5030191,0.8807144,-0.395716,-0.44308388,-1.3880734,-0.7085348,-0.22249418,-0.359462,0
-1.7348653,1.150071,1.3203852,-0.5319011,-2.364441,0.28754613,0.5842379,1.100579,-0.85024834,-0.050691545,6
-0.5327262,-0.050848693,0.32381374,0.83349687,0.6564815,0.05068201,-0.14972687,-1.1155416,-2.18472,2.5597935,4
-0.31903675,0.42467633,0.8028563,-0.012090117,0.098284304,-0.26444495,-0.2168045,-0.86434335,-0.7503972,0.6610542,9
0.865092,2.6491528,-2.1514843,0.75589734,0.6521097,-0.643719,-1.1848567,-0.9967065,0.7379721,-0.33266136,0
0.301036,-0.098275624,0.8670507,2.051332,1.6481555,0.69719374,-2.4300685,-1.1308988,-0.8722385,-1.5111904,0
-0.068920165,1.631215,-1.0539552,0.7076415,-1.2941897,0.40599063,-1.3697636,-0.4972362,-1.1071235,-1.6689992,2
0.04640749,0.5197743,-0.7635791,0.69032604,-0.40611836,1.8039414,-0.2683172,0.30358443,0.76102054,1.9901514,5
-0.35908514,0.24390343,-0.63782513,-1.5845293,0.58214474,1.7644353,-0.935815,-0.24093081,-0.4573576,-0.13506266,1
